Mechanism,Temperature,NOx.Emissions,Reaction,Rate.Constant
MCMv3.2,289.5,50448576,C8PAN1 + OH = C5H11CHO + CO + HCHO + NO2,1.62999995445556e-11
MCMv3.2,289.5,54696660,C3M3OH2PAN + OH = CO + IPRCHO + NO2,2.83999993661022e-12
MCMv3.2,289.5,59036708,C4DBM2PAN + OH = CH3CO3 + CO23C3CHO + NO2,3.81999987197901e-11
MCMv3.2,289.5,63465992,C5MEJPAN = C5MEJCO3 + NO2,6.02939071541186e-05
MCMv3.2,289.5,67981560,C5PAN8 + OH = CO + HO3C3CHO + NO2,1.19999999520504e-11
MCMv3.2,289.5,72580392,OH + TM124BPAN = CO + DM124OOH + NO2,1.05999996106998e-12
MCMv3.2,289.5,77259256,C4PAN8 = HC3CCO3 + NO2,6.02939071541186e-05
MCMv3.2,289.5,82014784,C4PAN2 = UNITY,3.9999998989515e-05
MCMv3.2,289.5,86843680,C4PAN1 = HOC3H6CO3 + NO2,6.02939071541186e-05
MCMv3.2,289.5,91742528,C5O45OHPAN + OH = CO + NO2 + PGLYOX,8.98999971687964e-12
MCMv3.2,289.5,96707904,IPROMCPAN = IPROMCCO3 + NO2,6.02939071541186e-05
MCMv3.2,289.5,101736360,C515PAN = UNITY,3.9999998989515e-05
MCMv3.2,289.5,106824776,MPRBNO3PAN = UNITY,3.9999998989515e-05
MCMv3.2,289.5,111969728,C6PAN18 + OH = CO + MIPK + NO2,3.60000007235128e-12
MCMv3.2,289.5,117168344,C627PAN + OH = CO + CO2C4GLYOX + NO2,6.15000021395029e-12
MCMv3.2,289.5,122417616,IPRACBPAN = IPRACBCO3 + NO2,6.02939071541186e-05
MCMv3.2,289.5,127714536,C9PAN1 = HO7C8CO3 + NO2,6.02939071541186e-05
MCMv3.2,289.5,133056464,H3C2C4PAN = UNITY,3.9999998989515e-05
MCMv3.2,289.5,138440912,C6PAN21 + OH = CO + NO2 + PROL1MCHO,1.96999990105529e-12
MCMv3.2,289.5,143865648,C6PAN9 + OH = CO + MIBKHO4CHO + NO2,1.41000004640762e-12
MCMv3.2,289.5,149328336,C4PAN10 = UNITY,3.9999998989515e-05
MCMv3.2,289.5,154826896,PHAN = HOCH2CO3 + NO2,6.02939071541186e-05
MCMv3.2,289.5,160359728,C615PAN = UNITY,3.9999998989515e-05
MCMv3.2,289.5,165924688,DMEBMUPAN + OH = C7DDICARB + CH3CHO + NO2,8.17000009312174e-11
MCMv3.2,289.5,171520192,C5PAN13 = UNITY,3.9999998989515e-05
MCMv3.2,289.5,177144896,IC7DCPAN = UNITY,3.9999998989515e-05
MCMv3.2,289.5,182797024,INDHPPAN + OH = MVKNO3 + NO3,5.0400001012918e-12
MCMv3.2,289.5,188475520,ETOMEPAN + OH = CO + ETHFORM + NO2,9.17999964239469e-12
MCMv3.2,289.5,194179088,INB1NAPAN = UNITY,3.9999998989515e-05
MCMv3.2,289.5,199906576,C8OHCO2PAN = UNITY,3.9999998989515e-05
MCMv3.2,289.5,205656416,INANCOPAN + OH = CO23C4NO3 + NO3,4.15000011352168e-13
MCMv3.2,289.5,211428112,C5CO2DBPAN = C5CO2DBCO3 + NO2,6.02939071541186e-05
MCMv3.2,289.5,217220320,INDHPAN + OH = MVKNO3 + NO3,1.96000008757802e-12
MCMv3.2,289.5,223032080,C8DBCO2PAN + OH = C33CO + IPRCHO + NO2,3.68000005468438e-11
MCMv3.2,289.5,228862448,C6PAN10 = UNITY,3.9999998989515e-05
MCMv3.2,289.5,234710352,TMBPAN = NO2 + TMBCO3,4.03969170292839e-05
MCMv3.2,289.5,237640736,C519PAN + OH = CO + HO1CO34C5 + NO2,1.00999998295381e-11
MCMv3.2,289.5,296975584,C5EDBPAN = C5EDBCO3 + NO2,6.02939071541186e-05
MCMv3.2,289.5,357227904,C5PAN9 = CO23C4CO3 + NO2,6.02939071541186e-05
MCMv3.2,289.5,417841120,C3PAN1 = UNITY,3.9999998989515e-05
MCMv3.2,289.5,478388512,EPXMKTPAN = UNITY,3.9999998989515e-05
MCMv3.2,289.5,538541888,C62CPAN + OH = C45IC5CHO + CO + NO2,6.20999996217564e-12
MCMv3.2,289.5,598072448,C5PAN5 = HOBUT2CO3 + NO2,6.02939071541186e-05
MCMv3.2,289.5,656821248,C8CO2OHPAN + OH = C62CHO + CO + CO + NO2,9.3499999409552e-11
MCMv3.2,289.5,714679488,OXYMUCPAN = NO2 + OXYMUCCO3,6.02939071541186e-05
MCMv3.2,289.5,771593344,C6DCARBPAN = UNITY,3.9999998989515e-05
MCMv3.2,289.5,827540736,CH3O2NO2 = CH3O2 + NO2,0.510874092578888
MCMv3.2,289.5,882510784,C6PAN20 = H3M2C4CO3 + NO2,6.02939071541186e-05
MCMv3.2,289.5,936515584,C5PAN2 = UNITY,3.9999998989515e-05
MCMv3.2,289.5,989569792,C10PAN1 = UNITY,3.9999998989515e-05
MCMv3.2,289.5,1041691584,OH + PBN = C2H5CHO + CO + NO2,4.69999993785164e-12
MCMv3.2,289.5,1092910208,C61CPAN = UNITY,3.9999998989515e-05
MCMv3.2,289.5,1143251712,C4PAN9 = UNITY,3.9999998989515e-05
MCMv3.2,289.5,1192742144,C89PAN = UNITY,3.9999998989515e-05
MCMv3.2,289.5,1241408512,PIPN = IPRCO3 + NO2,6.02939071541186e-05
MCMv3.2,289.5,1289276928,C4OHPAN + OH = C3H7CHO + CO + NO2,5.37000001757382e-12
MCMv3.2,289.5,1336373888,C6PAN22 + OH = C4OHCHO + CO + NO2,1.32999999902239e-11
MCMv3.2,289.5,1382727168,IPRACBPAN = UNITY,3.9999998989515e-05
MCMv3.2,289.5,1428358528,COHM2PAN + OH = GLYOX + NO3,2.11000002192652e-11
MCMv3.2,289.5,1473288960,C312COPAN + OH = C33CO + CO + NO2,1.26999999058852e-11
MCMv3.2,289.5,1517542784,C4PAN5 = IPRHOCO3 + NO2,6.02939071541186e-05
MCMv3.2,289.5,1561142784,C7CO2DBPAN = C7CO2DBCO3 + NO2,6.02939071541186e-05
MCMv3.2,289.5,1604108800,C5PAN14 = HO2C43CO3 + NO2,6.02939071541186e-05
MCMv3.2,289.5,1646455168,CHOC3COPAN = UNITY,3.9999998989515e-05
MCMv3.2,289.5,1688200192,C6PAN17 + OH = CO + NO2 + TBUTCHO,8.45999973634465e-13
MCMv3.2,289.5,1729362688,MXYMUCPAN = UNITY,3.9999998989515e-05
MCMv3.2,289.5,1769962752,INCNPAN = INCNCO3 + NO2,6.02939071541186e-05
MCMv3.2,289.5,1810011136,C4OH2CPAN + OH = CO + IBUTALOH + NO2,7.23999983229251e-12
MCMv3.2,289.5,1849521280,C811PAN = C811CO3 + NO2,6.02939071541186e-05
MCMv3.2,289.5,1888509568,C6DCARBPAN = C6DCARBBO2 + NO2,6.02939071541186e-05
MCMv3.2,289.5,1926993408,C5PAN1 = UNITY,3.9999998989515e-05
MCMv3.2,289.5,1964981632,EPXKTMPAN = EPXKTMCO3 + NO2,6.02939071541186e-05
MCMv3.2,289.5,2002484352,C62CPAN = C62CO3 + NO2,6.02939071541186e-05
MCMv3.2,289.5,2039514240,C4MOHOPAN = UNITY,3.9999998989515e-05
MCMv3.2,289.5,2076081280,C4PAN4 = HOIPRCO3 + NO2,6.02939071541186e-05
MCMv3.2,289.5,2112198656,C731PAN + OH = C626CHO + CO + NO2,3.81999987197901e-11
MCMv3.2,289.5,2147875584,C6PAN10 + OH = BUT2CHO + CO + NO2,5.02999985413366e-12
MCMv3.2,290,1433915.5,EPXMKTPAN + OH = C5CO234 + CO + NO2,1.95000005726031e-12
MCMv3.2,290,4349786,C10PAN2 = UNITY,3.9999998989515e-05
MCMv3.2,290,7346753,TM124MUPAN = NO2 + TM124MUCO3,6.02939071541186e-05
MCMv3.2,290,10438325,C626PAN + OH = C517CHO + CO + NO2,3.14000006551574e-11
MCMv3.2,290,13630507,INANPAN + OH = CO + HMVKANO3 + NO2 + NO2,4.85000006735653e-13
MCMv3.2,290,16925788,CL2OHPAN = CL2OHCO3 + NO2,6.02939071541186e-05
MCMv3.2,290,20325284,INB1NBPAN = UNITY,3.9999998989515e-05
MCMv3.2,290,23829506,C4MOHOPAN + OH = CO + IPRGLYOX + NO2,6.839999920627e-12
MCMv3.2,290,27438386,C5PAN6 = UNITY,3.9999998989515e-05
MCMv3.2,290,31151670,ACCOMEPAN = ACCOMECO3 + NO2,6.02939071541186e-05
MCMv3.2,290,34968636,C5PAN8 = UNITY,3.9999998989515e-05
MCMv3.2,290,38888288,C5PAN17 = UNITY,3.9999998989515e-05
MCMv3.2,290,42909140,C5PAN19 = UNITY,3.9999998989515e-05
MCMv3.2,290,47029584,OH + PPN = CH3CHO + CO + NO2,1.26999994722043e-12
MCMv3.2,290,51247504,OXYMUCPAN = UNITY,3.9999998989515e-05
MCMv3.2,290,55560736,C7PAN3 + OH = CO + CO235C5CHO + NO2,8.82999999073791e-13
MCMv3.2,290,59966784,C7MOHCOPAN = C7MOHCOCO3 + NO2,6.02939071541186e-05
MCMv3.2,290,64462788,C6PAN16 + OH = BIACET + CO + HCHO + NO2,1.37999995545451e-12
MCMv3.2,290,69045752,CL2OHPAN = UNITY,3.9999998989515e-05
MCMv3.2,290,73712512,C5PAN11 = UNITY,3.9999998989515e-05
MCMv3.2,290,78459832,OH + PETLMUCPAN = C7EDICARB + CO + NO2,5.97000018864868e-11
MCMv3.2,290,83284176,C6PAN15 = M33C3CO3 + NO2,6.02939071541186e-05
MCMv3.2,290,88182312,C4PAN6 + OH = CO + MGLYOX + NO2,3.74000006311825e-12
MCMv3.2,290,93150728,PBN = UNITY,3.9999998989515e-05
MCMv3.2,290,98185864,C7CO2DBPAN = UNITY,3.9999998989515e-05
MCMv3.2,290,103284248,C1H4C5PAN = C1H4C5CO3 + NO2,6.02939071541186e-05
MCMv3.2,290,108442800,MPAN + OH = ACETOL + CO + NO2,2.90000003178026e-11
MCMv3.2,290,113658104,C5DBCO2PAN = C5DBCO2CO3 + NO2,6.02939071541186e-05
MCMv3.2,290,118927152,OH + PXYMUCPAN = C4DBDIKET + CO + NO2,5.85000034525329e-11
MCMv3.2,290,124246912,C7MOHCOPAN + OH = CO + DMKCOOH + NO2,2.96999994042757e-11
MCMv3.2,290,129614536,NO3CH2PAN = NO2 + NO3CH2CO3,6.02939071541186e-05
MCMv3.2,290,135027264,C3DBPAN = C3DBCO3 + NO2,6.02939071541186e-05
MCMv3.2,290,140482576,C6CO2OHPAN = C6CO2OHCO3 + NO2,6.02939071541186e-05
MCMv3.2,290,145978288,METLMUCPAN = UNITY,3.9999998989515e-05
MCMv3.2,290,151512032,C4NO3PAN = C4NO3CO3 + NO2,6.02939071541186e-05
MCMv3.2,290,157082016,MMALNAPAN = MMALNACO3 + NO2,6.02939071541186e-05
MCMv3.2,290,162686240,C23O3CPAN + OH = C23O3CHO + CO + NO2,7.36000019610494e-13
MCMv3.2,290,168322704,C5DBCO2PAN = UNITY,3.9999998989515e-05
MCMv3.2,290,173990080,IPROMCPAN = UNITY,3.9999998989515e-05
MCMv3.2,290,179686752,METLMUCPAN + OH = C6DICARB + CH3CHO + NO2,6.09999967204899e-11
MCMv3.2,290,185411232,C6PAN19 = UNITY,3.9999998989515e-05
MCMv3.2,290,191162160,C4PAN1 + OH = CO + HOC2H4CHO + NO2,5.92000016716443e-12
MCMv3.2,290,196938368,HCOCOHPAN = UNITY,3.9999998989515e-05
MCMv3.2,290,202738720,C519PAN = C519CO3 + NO2,6.02939071541186e-05
MCMv3.2,290,208561744,H1C23C4PAN = UNITY,3.9999998989515e-05
MCMv3.2,290,214406592,MACRNBPAN = MACRNBCO3 + NO2,6.02939071541186e-05
MCMv3.2,290,220272400,C515PAN = C515CO3 + NO2,6.02939071541186e-05
MCMv3.2,290,226157616,C5PAN3 = UNITY,3.9999998989515e-05
MCMv3.2,290,232061792,C718PAN + OH = C617CHO + CO + NO2,6.80999978630581e-11
MCMv3.2,290,237983728,DMEBMUPAN = UNITY,3.9999998989515e-05
MCMv3.2,290,240951232,HMPAN + OH = CO + H13CO2C3 + HCHO + NO2,2.90000003178026e-11
MCMv3.2,290,301032800,NC4OHCPAN = UNITY,3.9999998989515e-05
MCMv3.2,290,362035872,C6PAN2 = UNITY,3.9999998989515e-05
MCMv3.2,290,423394112,ETBEAPAN = UNITY,3.9999998989515e-05
MCMv3.2,290,484674272,C4MCODBPAN = UNITY,3.9999998989515e-05
MCMv3.2,290,545542400,INDHPPAN + hv = MVKNO3 + NO3 + OH,3.63240314982249e-06
MCMv3.2,290,605766080,IBUDIALPAN = UNITY,3.9999998989515e-05
MCMv3.2,290,665184000,TMBPAN = UNITY,3.9999998989515e-05
MCMv3.2,290,723686272,HO3C3PAN = UNITY,3.9999998989515e-05
MCMv3.2,290,781220800,C8CO2DBPAN = UNITY,3.9999998989515e-05
MCMv3.2,290,837763136,C43NO3PAN + OH = CO + MEK + NO2 + NO2,3.81000000429163e-13
MCMv3.2,290,893305856,CONM2PAN = UNITY,3.9999998989515e-05
MCMv3.2,290,947860800,C43NO3PAN = UNITY,3.9999998989515e-05
MCMv3.2,290,1001443200,C7PAN1 + OH = CO + H3M3C4CHO + NO2,3.38000005588313e-12
MCMv3.2,290,1054073792,C23O3CPAN = UNITY,3.9999998989515e-05
MCMv3.2,290,1105780736,C65NO3PAN = C65NO36CO3 + NO2,6.02939071541186e-05
MCMv3.2,290,1156590720,C7CODBPAN = UNITY,3.9999998989515e-05
MCMv3.2,290,1206537472,EBZMUCPAN = UNITY,3.9999998989515e-05
MCMv3.2,290,1255644160,C6PAN10 = M3C4CO3 + NO2,6.02939071541186e-05
MCMv3.2,290,1303938304,C5CO2OHPAN = C5CO2OHCO3 + NO2,6.02939071541186e-05
MCMv3.2,290,1351446528,C5PAN16 = CO3C4CO3 + NO2,6.02939071541186e-05
MCMv3.2,290,1398200576,MXYMUCPAN = MXYMUCCO3 + NO2,6.02939071541186e-05
MCMv3.2,290,1444216704,CH3COPAN = CH3COCO3 + NO2,6.02939071541186e-05
MCMv3.2,290,1489521536,ECO3PAN + OH = CH3CHO + CO + CO + CO + NO2,2.48999995969279e-12
MCMv3.2,290,1534142208,CO2OH3MPAN = UNITY,3.9999998989515e-05
MCMv3.2,290,1578097920,C7DCPAN = UNITY,3.9999998989515e-05
MCMv3.2,290,1621406336,OETLMUCPAN + OH = C2H5CHO + C5DICARB + NO2,4.28999995250035e-11
MCMv3.2,290,1664085120,HMVKBPAN = HMVKBCO3 + NO2,6.02939071541186e-05
MCMv3.2,290,1706154880,IPROPOLPAN = CH3CHOHCO3 + NO2,6.02939071541186e-05
MCMv3.2,290,1747633536,C511PAN + OH = CO + CO23C4CHO + NO2,2.78000001491252e-11
MCMv3.2,290,1788539008,C6PAN23 = HO5C5CO3 + NO2,6.02939071541186e-05
MCMv3.2,290,1828887552,MC4CODBPAN + OH = BIACET + CO + CO + NO2,5.07999996235409e-11
MCMv3.2,290,1868688512,C5M2OHOPAN = C5M2OHOCO3 + NO2,6.02939071541186e-05
MCMv3.2,290,1907962752,GLYPAN = HCOCO3 + NO2,6.02939071541186e-05
MCMv3.2,290,1946723200,C6PAN5 = CO2C54CO3 + NO2,6.02939071541186e-05
MCMv3.2,290,1984981888,C6PAN6 = CO3C54CO3 + NO2,6.02939071541186e-05
MCMv3.2,290,2022748416,TBUACPAN = UNITY,3.9999998989515e-05
MCMv3.2,290,2060035584,OH + PBZMUCPAN = C7DICARB + CO + NO2,6.41999994832609e-11
MCMv3.2,290,2096855168,C87PAN = C87CO3 + NO2,6.02939071541186e-05
MCMv3.2,290,2133217792,C6PAN23 = UNITY,3.9999998989515e-05
MCMv3.2,290,2169140736,MC3CODBPAN = UNITY,3.9999998989515e-05
MCMv3.2,290.5,1456051.375,PRCOOMPAN = NO2 + PRCOOMCO3,6.02939071541186e-05
MCMv3.2,290.5,4417583,EMPHPAN = EMPHCO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,7462139.5,C6PAN2 = CO3C5CO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,10603207,EBZMUCPAN = EBZMUCCO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,13846722,CCL3PAN = CCL3CO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,17195108,INAHPAN = UNITY,3.9999998989515e-05
MCMv3.2,290.5,20649368,C727PAN + OH = C727CO + CO + NO2,6.88999985537508e-12
MCMv3.2,290.5,24209962,C61CPAN = C61CO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,27876796,C6PAN14 = HM22C3CO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,31649466,C918PAN = C918CO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,35527236,C6COCHOPAN + OH = CO + CO13C4CHO + NO2,2.68999995889363e-11
MCMv3.2,290.5,39509000,ACETMEPAN + OH = CO + METACETHO + NO2,9.54999967994752e-13
MCMv3.2,290.5,43593236,C5PAN9 = UNITY,3.9999998989515e-05
MCMv3.2,290.5,47778176,C10PAN1 + OH = C6H13CHO + CH3CHO + CO + NO2,1.9099999359895e-11
MCMv3.2,290.5,52061576,PBN = C3H7CO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,56441340,EPXMDLPAN + OH = CO + MGLYOX + NO2,2.25000001269349e-11
MCMv3.2,290.5,60914708,CO2OH3MPAN + OH = BIACET + CO + NO2,1.12999995645346e-12
MCMv3.2,290.5,65478788,MXYLPAN = UNITY,3.9999998989515e-05
MCMv3.2,290.5,70130560,INB1NAPAN + OH = CO + MACRNO3 + NO2 + NO2,1.58000001970748e-12
MCMv3.2,290.5,74866664,C732PAN = C732CO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,79683840,C7ADCPAN + OH = BIACET + CO + CO + HCHO + NO2,4.48000005148774e-11
MCMv3.2,290.5,84578584,PPEN = UNITY,3.9999998989515e-05
MCMv3.2,290.5,89547344,C6PAN9 = C67CO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,94586744,NC6PAN1 + OH = CO + CO235C5CHO + NO2 + NO2,1.32000001207278e-11
MCMv3.2,290.5,99693072,CHOOMPAN = CHOOMCO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,104863008,C6MOHCOPAN = C6MOHCOCO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,110093168,C62CPAN = UNITY,3.9999998989515e-05
MCMv3.2,290.5,115380368,MALDIALPAN = MALDIALCO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,120721384,C920PAN = UNITY,3.9999998989515e-05
MCMv3.2,290.5,126113216,INB1HPPAN + OH = CO + MACRNO3 + NO2 + OH,7.25999989292792e-12
MCMv3.2,290.5,131553096,INAHPPAN + OH = CO + HMVKANO3 + NO2 + OH,5.97999991538978e-12
MCMv3.2,290.5,137038272,C5CO2DBPAN = UNITY,3.9999998989515e-05
MCMv3.2,290.5,142566096,C5PAN2 + OH = CO + CO2C3CHO + NO2,1.8999999056718e-12
MCMv3.2,290.5,148134416,C5COO2NO2 = C5CO14O2 + NO2,6.02939071541186e-05
MCMv3.2,290.5,153741120,CHOMOHPAN + OH = CO + MGLYOX + NO2,6.63999966121764e-11
MCMv3.2,290.5,159384032,TM123BPAN = UNITY,3.9999998989515e-05
MCMv3.2,290.5,165061504,CHOC3COPAN + OH = C4CODIAL + CO + NO2,7.1899999842806e-11
MCMv3.2,290.5,170771504,C7ADCPAN = UNITY,3.9999998989515e-05
MCMv3.2,290.5,176512512,C5PAN2 = CO2C4CO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,182282944,C5PAN16 = UNITY,3.9999998989515e-05
MCMv3.2,290.5,188081472,OXYLPAN = NO2 + OXYLCO3,4.03969170292839e-05
MCMv3.2,290.5,193906752,C4COMOHPAN = C4COMOHCO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,199757616,C4DBMEPAN = C4DBMECO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,205632656,C6PAN6 + OH = CO + CO23C5 + NO2,2.19999994784115e-12
MCMv3.2,290.5,211530928,PETLMUCPAN = NO2 + PETLMUCCO3,6.02939071541186e-05
MCMv3.2,290.5,217451136,C624PAN = C624CO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,223392336,C6EO2OHPAN = C6EO2OHCO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,229353312,C5PAN5 = UNITY,3.9999998989515e-05
MCMv3.2,290.5,235333232,EPXEKTPAN = EPXEKTCO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,241331344,BZEMUCPAN = BZEMUCCO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,244336848,C3ME3PAN = UNITY,3.9999998989515e-05
MCMv3.2,290.5,305186944,MPRBNO3PAN = MPRBNO3CO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,366962624,C5PAN10 + OH = CO + HO2C3CHO + NO2,1.6499999283548e-11
MCMv3.2,290.5,429088384,C518PAN = C518CO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,491122848,EPXMKTPAN = EPXMKTCO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,552727168,C511PAN = C511CO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,613664384,C6PAN22 = UNITY,3.9999998989515e-05
MCMv3.2,290.5,673770560,ETBEAPAN + OH = CO + ETHACET + HCHO + NO2,5.570000190247e-12
MCMv3.2,290.5,732935104,C7PAN3 = UNITY,3.9999998989515e-05
MCMv3.2,290.5,791106624,C23O3ECPAN = C23O3ECO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,848259648,C517PAN = C517CO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,904389888,C3DBPAN = UNITY,3.9999998989515e-05
MCMv3.2,290.5,959507136,C7OHCO2PAN = C7OHCO2CO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,1013630784,C615PAN + OH = C615CO + CO + NO2,8.46999970161022e-11
MCMv3.2,290.5,1066780608,OXYLPAN = UNITY,3.9999998989515e-05
MCMv3.2,290.5,1118986880,IBUDIALPAN + OH = CO + MGLYOX + NO2,7.28999985377676e-11
MCMv3.2,290.5,1170277760,OH + PRNO3PAN = CH3CHO + CO + NO2 + NO2,1.43000005283292e-13
MCMv3.2,290.5,1220685312,MTBEBPAN + OH = CO + HCHO + METHACET + NO2,2.15000001309307e-12
MCMv3.2,290.5,1270240000,C4MCODBPAN = C4MCODBCO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,1318966144,CO2N3PAN = CO2N3CO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,1366895232,C6PAN8 = UNITY,3.9999998989515e-05
MCMv3.2,290.5,1414052736,C5PAN11 = H2M2C3CO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,1460461184,C6PAN4 + OH = CO + HO2CO4C5 + NO2,1.0799999783373e-11
MCMv3.2,290.5,1506148864,C6PAN19 + OH = CO + MIPKBOH + NO2,7.5999996226872e-12
MCMv3.2,290.5,1551139584,IECPAN + OH = CO + MACRO2 + NO2,6.79999979935619e-12
MCMv3.2,290.5,1595450368,METLMUCPAN = METLMUCCO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,1639104512,TM124BPAN = UNITY,3.9999998989515e-05
MCMv3.2,290.5,1682120448,PXYMUCPAN = NO2 + PXYMUCCO3,6.02939071541186e-05
MCMv3.2,290.5,1724517248,NO3CH2PAN + OH = CO + HCHO + NO2 + NO2,1.11999998712213e-14
MCMv3.2,290.5,1766315392,C7PAN1 = UNITY,3.9999998989515e-05
MCMv3.2,290.5,1807531008,INCNPAN = UNITY,3.9999998989515e-05
MCMv3.2,290.5,1848179072,ACETC2PAN = UNITY,3.9999998989515e-05
MCMv3.2,290.5,1888275456,C4PAN7 = UNITY,3.9999998989515e-05
MCMv3.2,290.5,1927834624,C6PAN8 + OH = CO + H2M2C3CHO + NO2,2.09000004802729e-12
MCMv3.2,290.5,1966875648,C5PAN7 = C41CO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,2005404928,C622PAN = C622CO3 + NO2,6.02939071541186e-05
MCMv3.2,290.5,2043440256,C4CO2DBPAN + OH = C33CO + CO + NO2,2.74000006711406e-11
MCMv3.2,290.5,2080990720,PHAN = UNITY,3.9999998989515e-05
MCMv3.2,290.5,2118064000,A2PAN = A2PANOO + NO2,6.02939071541186e-05
MCMv3.2,290.5,2154677760,C3PAN1 + OH = CO + HOCH2CHO + NO2,4.51000001233659e-12
MCMv3.2,290.5,2190840576,C9PAN2 = C85CO3 + NO2,6.02939071541186e-05
MCMv3.2,291,1478525.375,C57NO3PAN = UNITY,3.9999998989515e-05
MCMv3.2,291,4486454.5,C6PAN23 + OH = C4H9CHO + CO + NO2,6.78999998587893e-12
MCMv3.2,291,7579419,C10PAN2 + OH = CO + NO2 + NORPINAL,3.65999982057663e-12
MCMv3.2,291,10770865,C512PAN + OH = CO + CO13C4CHO + NO2,6.76000019850242e-11
MCMv3.2,291,14066644,C5PAN18 + OH = CO + CO + NO2 + NOA,2.1599999566746e-11
MCMv3.2,291,17469084,C5PAN4 + OH = CO + MEK + NO2,2.19999994784115e-12
MCMv3.2,291,20979160,C6PAN16 = UNITY,3.9999998989515e-05
MCMv3.2,291,24597186,C5CO2DBPAN + OH = C33CO + CH3CHO + NO2,3.27999988281036e-11
MCMv3.2,291,28323074,CO3H4PAN = CO3H4CO3 + NO2,6.02939071541186e-05
MCMv3.2,291,32156298,CH3COPAN = UNITY,3.9999998989515e-05
MCMv3.2,291,36096052,C817PAN = C817CO3 + NO2,6.02939071541186e-05
MCMv3.2,291,40141176,C88PAN + OH = C88CO + CO + NO2,7.49999975319104e-12
MCMv3.2,291,44290028,C6PAN5 + OH = CO + CO24C5 + NO2,3.24000006511616e-12
MCMv3.2,291,48540772,PBZMUCPAN = UNITY,3.9999998989515e-05
MCMv3.2,291,52891056,H1C23C4PAN = H1C23C4CO3 + NO2,6.02939071541186e-05
MCMv3.2,291,57338656,ETBECPAN = ETBECCO3 + NO2,6.02939071541186e-05
MCMv3.2,291,61880748,CHCL2PAN = CHCL2CO3 + NO2,6.02939071541186e-05
MCMv3.2,291,66514340,OH + TM135MUPAN = C5MDICARB + CH3O2 + CO + NO2,8.05999988973127e-11
MCMv3.2,291,71236280,EPXM2DLPAN = EPXM2DLCO3 + NO2,6.02939071541186e-05
MCMv3.2,291,76043200,TBUACPAN = NO2 + TBUACCO3,6.02939071541186e-05
MCMv3.2,291,80931672,HO3C3PAN = HO3C3CO3 + NO2,6.02939071541186e-05
MCMv3.2,291,85898208,ACCOMEPAN + OH = CO + CO + METACETHO + NO2,9.9999998245167e-15
MCMv3.2,291,90939144,C6CO134PAN = C5CO34CO3 + NO2,6.02939071541186e-05
MCMv3.2,291,96051040,EPXKTMPAN + OH = BIACET + CO + NO2,1.95000005726031e-12
MCMv3.2,291,101230208,C6PAN7 = C23C54CO3 + NO2,6.02939071541186e-05
MCMv3.2,291,106473280,EPXEKTPAN = UNITY,3.9999998989515e-05
MCMv3.2,291,111776640,C6PAN21 = UNITY,3.9999998989515e-05
MCMv3.2,291,117137272,C8PAN1 = HO6C7CO3 + NO2,6.02939071541186e-05
MCMv3.2,291,122551760,C823PAN = C823CO3 + NO2,6.02939071541186e-05
MCMv3.2,291,128017344,ACETC2PAN = ACETC2CO3 + NO2,6.02939071541186e-05
MCMv3.2,291,133531112,INANCOPAN = UNITY,3.9999998989515e-05
MCMv3.2,291,139090368,CHOC4PAN = CHOC4CO3 + NO2,6.02939071541186e-05
MCMv3.2,291,144692560,PHPTN = UNITY,3.9999998989515e-05
MCMv3.2,291,150335280,PHPTN = C6H13CO3 + NO2,6.02939071541186e-05
MCMv3.2,291,156016544,IPBZMUCPAN = IPBZMUCCO3 + NO2,6.02939071541186e-05
