Mechanism,Temperature,NOx.Emissions,Reaction,Rate.Constant
CRIv2,289,1670647424,PAN = CH3CO3 + NO2,6.02939071541186e-05
CRIv2,289,1711498112,PHAN = HOCH2CO3 + NO2,6.02939071541186e-05
CRIv2,289,1751792256,MPAN = RU10O2 + NO2,6.02939071541186e-05
CRIv2,289,1791543040,OH + MPAN = CARB7 + CO + NO2,3.60000007235128e-12
CRIv2,289,1830765184,PPN = UNITY,3.9999998989515e-05
CRIv2,289,1869470464,PHAN = UNITY,3.9999998989515e-05
CRIv2,289,1907678336,OH + PHAN = HCHO + CO + NO2,1.12000003455598e-12
CRIv2,289,1945396480,RTN26PAN = RTN26O2 + NO2,6.02939071541186e-05
CRIv2,289,1982636928,RTN26PAN = UNITY,3.9999998989515e-05
CRIv2,289,2019411456,MPAN = UNITY,3.9999998989515e-05
CRIv2,289,2055728640,RU10O2 + NO2 = MPAN,4.02810380537022e-13
CRIv2,289,2091597184,RU12O2 + NO2 = RU12PAN,5.99303267602436e-13
CRIv2,289,2127036032,CH3CO3 + NO2 = PAN,9.82464370274938e-12
CRIv2,289.5,1412116,C2H5CO3 + NO2 = PPN,9.82464370274938e-12
CRIv2,289.5,4283070.5,RTN26O2 + NO2 = RTN26PAN,7.09339271348641e-12
CRIv2,289.5,7233239.5,HO2 + NO2 = HO2NO2,1.48635021391536e-12
CRIv2,289.5,10276169,HOCH2CO3 + NO2 = PHAN,9.82464370274938e-12
CRIv2,289.5,13417930,HO2NO2 = HO2 + NO2,0.0236659254878759
CRIv2,289.5,16661075,PAN = UNITY,3.9999998989515e-05
CRIv2,289.5,20006808,PPN = C2H5CO3 + NO2,6.02939071541186e-05
CRIv2,289.5,23455684,OH + RU12PAN = UCARB10 + NO2,2.52000000727781e-11
CRIv2,289.5,27007760,RU12PAN = UNITY,3.9999998989515e-05
CRIv2,289.5,30662792,OH + PPN = CH3CHO + CO + NO2,1.26999994722043e-12
CRIv2,289.5,34420104,OH + RTN26PAN = CH3COCH3 + CARB16 + NO2,3.65999982057663e-12
CRIv2,289.5,38278812,OH + HO2NO2 = NO2,3.51274955304182e-12
CRIv2,289.5,42237616,RU12PAN = RU12O2 + NO2,6.02939071541186e-05
CRIv2,289.5,46294844,OH + PAN = HCHO + CO + NO2,9.94363283119554e-14
CRIv2,289.5,50448576,PAN = CH3CO3 + NO2,6.02939071541186e-05
CRIv2,289.5,54696660,PHAN = HOCH2CO3 + NO2,6.02939071541186e-05
CRIv2,289.5,59036708,MPAN = RU10O2 + NO2,6.02939071541186e-05
CRIv2,289.5,63465992,OH + MPAN = CARB7 + CO + NO2,3.60000007235128e-12
CRIv2,289.5,67981560,PPN = UNITY,3.9999998989515e-05
CRIv2,289.5,72580392,PHAN = UNITY,3.9999998989515e-05
CRIv2,289.5,77259256,OH + PHAN = HCHO + CO + NO2,1.12000003455598e-12
CRIv2,289.5,82014784,RTN26PAN = RTN26O2 + NO2,6.02939071541186e-05
CRIv2,289.5,86843688,RTN26PAN = UNITY,3.9999998989515e-05
CRIv2,289.5,91742528,MPAN = UNITY,3.9999998989515e-05
CRIv2,289.5,96707904,RU10O2 + NO2 = MPAN,4.02810380537022e-13
CRIv2,289.5,101736360,RU12O2 + NO2 = RU12PAN,5.99303267602436e-13
CRIv2,289.5,106824768,CH3CO3 + NO2 = PAN,9.82464370274938e-12
CRIv2,289.5,111969728,C2H5CO3 + NO2 = PPN,9.82464370274938e-12
CRIv2,289.5,117168352,RTN26O2 + NO2 = RTN26PAN,7.09339271348641e-12
CRIv2,289.5,122417616,HO2 + NO2 = HO2NO2,1.48635021391536e-12
CRIv2,289.5,127714536,HOCH2CO3 + NO2 = PHAN,9.82464370274938e-12
CRIv2,289.5,133056464,HO2NO2 = HO2 + NO2,0.0236659254878759
CRIv2,289.5,138440912,PAN = UNITY,3.9999998989515e-05
CRIv2,289.5,143865648,PPN = C2H5CO3 + NO2,6.02939071541186e-05
CRIv2,289.5,149328320,OH + RU12PAN = UCARB10 + NO2,2.52000000727781e-11
CRIv2,289.5,154826896,RU12PAN = UNITY,3.9999998989515e-05
CRIv2,289.5,160359728,OH + PPN = CH3CHO + CO + NO2,1.26999994722043e-12
CRIv2,289.5,165924688,OH + RTN26PAN = CH3COCH3 + CARB16 + NO2,3.65999982057663e-12
CRIv2,289.5,171520192,OH + HO2NO2 = NO2,3.51274955304182e-12
CRIv2,289.5,177144896,RU12PAN = RU12O2 + NO2,6.02939071541186e-05
CRIv2,289.5,182797024,OH + PAN = HCHO + CO + NO2,9.94363283119554e-14
CRIv2,289.5,188475520,PAN = CH3CO3 + NO2,6.02939071541186e-05
CRIv2,289.5,194179088,PHAN = HOCH2CO3 + NO2,6.02939071541186e-05
CRIv2,289.5,199906576,MPAN = RU10O2 + NO2,6.02939071541186e-05
CRIv2,289.5,205656416,OH + MPAN = CARB7 + CO + NO2,3.60000007235128e-12
CRIv2,289.5,211428112,PPN = UNITY,3.9999998989515e-05
CRIv2,289.5,217220304,PHAN = UNITY,3.9999998989515e-05
CRIv2,289.5,223032080,OH + PHAN = HCHO + CO + NO2,1.12000003455598e-12
CRIv2,289.5,228862448,RTN26PAN = RTN26O2 + NO2,6.02939071541186e-05
CRIv2,289.5,234710352,RTN26PAN = UNITY,3.9999998989515e-05
CRIv2,289.5,237640736,MPAN = UNITY,3.9999998989515e-05
CRIv2,289.5,296975584,RU10O2 + NO2 = MPAN,4.02810380537022e-13
CRIv2,289.5,357227904,RU12O2 + NO2 = RU12PAN,5.99303267602436e-13
CRIv2,289.5,417841120,CH3CO3 + NO2 = PAN,9.82464370274938e-12
CRIv2,289.5,478388512,C2H5CO3 + NO2 = PPN,9.82464370274938e-12
CRIv2,289.5,538541888,RTN26O2 + NO2 = RTN26PAN,7.09339271348641e-12
CRIv2,289.5,598072448,HO2 + NO2 = HO2NO2,1.48635021391536e-12
CRIv2,289.5,656821312,HOCH2CO3 + NO2 = PHAN,9.82464370274938e-12
CRIv2,289.5,714679488,HO2NO2 = HO2 + NO2,0.0236659254878759
CRIv2,289.5,771593344,PAN = UNITY,3.9999998989515e-05
CRIv2,289.5,827540672,PPN = C2H5CO3 + NO2,6.02939071541186e-05
CRIv2,289.5,882510784,OH + RU12PAN = UCARB10 + NO2,2.52000000727781e-11
CRIv2,289.5,936515584,RU12PAN = UNITY,3.9999998989515e-05
CRIv2,289.5,989569792,OH + PPN = CH3CHO + CO + NO2,1.26999994722043e-12
CRIv2,289.5,1041691584,OH + RTN26PAN = CH3COCH3 + CARB16 + NO2,3.65999982057663e-12
CRIv2,289.5,1092910208,OH + HO2NO2 = NO2,3.51274955304182e-12
CRIv2,289.5,1143251712,RU12PAN = RU12O2 + NO2,6.02939071541186e-05
CRIv2,289.5,1192742144,OH + PAN = HCHO + CO + NO2,9.94363283119554e-14
CRIv2,289.5,1241408640,PAN = CH3CO3 + NO2,6.02939071541186e-05
CRIv2,289.5,1289276928,PHAN = HOCH2CO3 + NO2,6.02939071541186e-05
CRIv2,289.5,1336373760,MPAN = RU10O2 + NO2,6.02939071541186e-05
CRIv2,289.5,1382727040,OH + MPAN = CARB7 + CO + NO2,3.60000007235128e-12
CRIv2,289.5,1428358528,PPN = UNITY,3.9999998989515e-05
CRIv2,289.5,1473288960,PHAN = UNITY,3.9999998989515e-05
CRIv2,289.5,1517542784,OH + PHAN = HCHO + CO + NO2,1.12000003455598e-12
CRIv2,289.5,1561142656,RTN26PAN = RTN26O2 + NO2,6.02939071541186e-05
CRIv2,289.5,1604108800,RTN26PAN = UNITY,3.9999998989515e-05
CRIv2,289.5,1646455168,MPAN = UNITY,3.9999998989515e-05
CRIv2,289.5,1688200192,RU10O2 + NO2 = MPAN,4.02810380537022e-13
CRIv2,289.5,1729362688,RU12O2 + NO2 = RU12PAN,5.99303267602436e-13
CRIv2,289.5,1769962624,CH3CO3 + NO2 = PAN,9.82464370274938e-12
CRIv2,289.5,1810011136,C2H5CO3 + NO2 = PPN,9.82464370274938e-12
CRIv2,289.5,1849521280,RTN26O2 + NO2 = RTN26PAN,7.09339271348641e-12
CRIv2,289.5,1888509440,HO2 + NO2 = HO2NO2,1.48635021391536e-12
CRIv2,289.5,1926993408,HOCH2CO3 + NO2 = PHAN,9.82464370274938e-12
CRIv2,289.5,1964981504,HO2NO2 = HO2 + NO2,0.0236659254878759
CRIv2,289.5,2002484352,PAN = UNITY,3.9999998989515e-05
CRIv2,289.5,2039514240,PPN = C2H5CO3 + NO2,6.02939071541186e-05
CRIv2,289.5,2076081280,OH + RU12PAN = UCARB10 + NO2,2.52000000727781e-11
CRIv2,289.5,2112198528,RU12PAN = UNITY,3.9999998989515e-05
CRIv2,289.5,2147875584,OH + PPN = CH3CHO + CO + NO2,1.26999994722043e-12
CRIv2,290,1433915.5,OH + RTN26PAN = CH3COCH3 + CARB16 + NO2,3.65999982057663e-12
CRIv2,290,4349786,OH + HO2NO2 = NO2,3.51274955304182e-12
CRIv2,290,7346753,RU12PAN = RU12O2 + NO2,6.02939071541186e-05
CRIv2,290,10438324,OH + PAN = HCHO + CO + NO2,9.94363283119554e-14
CRIv2,290,13630507,PAN = CH3CO3 + NO2,6.02939071541186e-05
CRIv2,290,16925788,PHAN = HOCH2CO3 + NO2,6.02939071541186e-05
CRIv2,290,20325284,MPAN = RU10O2 + NO2,6.02939071541186e-05
CRIv2,290,23829506,OH + MPAN = CARB7 + CO + NO2,3.60000007235128e-12
CRIv2,290,27438386,PPN = UNITY,3.9999998989515e-05
CRIv2,290,31151670,PHAN = UNITY,3.9999998989515e-05
CRIv2,290,34968636,OH + PHAN = HCHO + CO + NO2,1.12000003455598e-12
CRIv2,290,38888288,RTN26PAN = RTN26O2 + NO2,6.02939071541186e-05
CRIv2,290,42909140,RTN26PAN = UNITY,3.9999998989515e-05
CRIv2,290,47029584,MPAN = UNITY,3.9999998989515e-05
CRIv2,290,51247504,RU10O2 + NO2 = MPAN,4.02810380537022e-13
CRIv2,290,55560736,RU12O2 + NO2 = RU12PAN,5.99303267602436e-13
CRIv2,290,59966780,CH3CO3 + NO2 = PAN,9.82464370274938e-12
CRIv2,290,64462788,C2H5CO3 + NO2 = PPN,9.82464370274938e-12
CRIv2,290,69045752,RTN26O2 + NO2 = RTN26PAN,7.09339271348641e-12
CRIv2,290,73712512,HO2 + NO2 = HO2NO2,1.48635021391536e-12
CRIv2,290,78459832,HOCH2CO3 + NO2 = PHAN,9.82464370274938e-12
CRIv2,290,83284176,HO2NO2 = HO2 + NO2,0.0236659254878759
CRIv2,290,88182304,PAN = UNITY,3.9999998989515e-05
CRIv2,290,93150728,PPN = C2H5CO3 + NO2,6.02939071541186e-05
CRIv2,290,98185864,OH + RU12PAN = UCARB10 + NO2,2.52000000727781e-11
CRIv2,290,103284248,RU12PAN = UNITY,3.9999998989515e-05
CRIv2,290,108442800,OH + PPN = CH3CHO + CO + NO2,1.26999994722043e-12
CRIv2,290,113658104,OH + RTN26PAN = CH3COCH3 + CARB16 + NO2,3.65999982057663e-12
CRIv2,290,118927152,OH + HO2NO2 = NO2,3.51274955304182e-12
CRIv2,290,124246920,RU12PAN = RU12O2 + NO2,6.02939071541186e-05
CRIv2,290,129614544,OH + PAN = HCHO + CO + NO2,9.94363283119554e-14
CRIv2,290,135027264,PAN = CH3CO3 + NO2,6.02939071541186e-05
CRIv2,290,140482576,PHAN = HOCH2CO3 + NO2,6.02939071541186e-05
CRIv2,290,145978288,MPAN = RU10O2 + NO2,6.02939071541186e-05
CRIv2,290,151512016,OH + MPAN = CARB7 + CO + NO2,3.60000007235128e-12
CRIv2,290,157082016,PPN = UNITY,3.9999998989515e-05
CRIv2,290,162686240,PHAN = UNITY,3.9999998989515e-05
CRIv2,290,168322704,OH + PHAN = HCHO + CO + NO2,1.12000003455598e-12
CRIv2,290,173990080,RTN26PAN = RTN26O2 + NO2,6.02939071541186e-05
CRIv2,290,179686752,RTN26PAN = UNITY,3.9999998989515e-05
CRIv2,290,185411232,MPAN = UNITY,3.9999998989515e-05
CRIv2,290,191162160,RU10O2 + NO2 = MPAN,4.02810380537022e-13
CRIv2,290,196938368,RU12O2 + NO2 = RU12PAN,5.99303267602436e-13
CRIv2,290,202738720,CH3CO3 + NO2 = PAN,9.82464370274938e-12
CRIv2,290,208561744,C2H5CO3 + NO2 = PPN,9.82464370274938e-12
CRIv2,290,214406592,RTN26O2 + NO2 = RTN26PAN,7.09339271348641e-12
CRIv2,290,220272400,HO2 + NO2 = HO2NO2,1.48635021391536e-12
CRIv2,290,226157616,HOCH2CO3 + NO2 = PHAN,9.82464370274938e-12
CRIv2,290,232061792,HO2NO2 = HO2 + NO2,0.0236659254878759
CRIv2,290,237983728,PAN = UNITY,3.9999998989515e-05
CRIv2,290,240951232,PPN = C2H5CO3 + NO2,6.02939071541186e-05
CRIv2,290,301032800,OH + RU12PAN = UCARB10 + NO2,2.52000000727781e-11
CRIv2,290,362035840,RU12PAN = UNITY,3.9999998989515e-05
CRIv2,290,423394112,OH + PPN = CH3CHO + CO + NO2,1.26999994722043e-12
CRIv2,290,484674240,OH + RTN26PAN = CH3COCH3 + CARB16 + NO2,3.65999982057663e-12
CRIv2,290,545542464,OH + HO2NO2 = NO2,3.51274955304182e-12
CRIv2,290,605766144,RU12PAN = RU12O2 + NO2,6.02939071541186e-05
CRIv2,290,665184000,OH + PAN = HCHO + CO + NO2,9.94363283119554e-14
CRIv2,290,723686272,PAN = CH3CO3 + NO2,6.02939071541186e-05
CRIv2,290,781220800,PHAN = HOCH2CO3 + NO2,6.02939071541186e-05
CRIv2,290,837763136,MPAN = RU10O2 + NO2,6.02939071541186e-05
CRIv2,290,893305856,OH + MPAN = CARB7 + CO + NO2,3.60000007235128e-12
CRIv2,290,947860800,PPN = UNITY,3.9999998989515e-05
CRIv2,290,1001443200,PHAN = UNITY,3.9999998989515e-05
CRIv2,290,1054073856,OH + PHAN = HCHO + CO + NO2,1.12000003455598e-12
CRIv2,290,1105780736,RTN26PAN = RTN26O2 + NO2,6.02939071541186e-05
CRIv2,290,1156590720,RTN26PAN = UNITY,3.9999998989515e-05
CRIv2,290,1206537472,MPAN = UNITY,3.9999998989515e-05
CRIv2,290,1255644160,RU10O2 + NO2 = MPAN,4.02810380537022e-13
CRIv2,290,1303938048,RU12O2 + NO2 = RU12PAN,5.99303267602436e-13
CRIv2,290,1351446528,CH3CO3 + NO2 = PAN,9.82464370274938e-12
CRIv2,290,1398200576,C2H5CO3 + NO2 = PPN,9.82464370274938e-12
CRIv2,290,1444216832,RTN26O2 + NO2 = RTN26PAN,7.09339271348641e-12
CRIv2,290,1489521536,HO2 + NO2 = HO2NO2,1.48635021391536e-12
CRIv2,290,1534142080,HOCH2CO3 + NO2 = PHAN,9.82464370274938e-12
CRIv2,290,1578097792,HO2NO2 = HO2 + NO2,0.0236659254878759
CRIv2,290,1621406336,PAN = UNITY,3.9999998989515e-05
CRIv2,290,1664085248,PPN = C2H5CO3 + NO2,6.02939071541186e-05
CRIv2,290,1706155008,OH + RU12PAN = UCARB10 + NO2,2.52000000727781e-11
CRIv2,290,1747633536,RU12PAN = UNITY,3.9999998989515e-05
CRIv2,290,1788539008,OH + PPN = CH3CHO + CO + NO2,1.26999994722043e-12
CRIv2,290,1828887552,OH + RTN26PAN = CH3COCH3 + CARB16 + NO2,3.65999982057663e-12
CRIv2,290,1868688384,OH + HO2NO2 = NO2,3.51274955304182e-12
CRIv2,290,1907962752,RU12PAN = RU12O2 + NO2,6.02939071541186e-05
CRIv2,290,1946723456,OH + PAN = HCHO + CO + NO2,9.94363283119554e-14
CRIv2,290,1984981888,PAN = CH3CO3 + NO2,6.02939071541186e-05
CRIv2,290,2022748416,PHAN = HOCH2CO3 + NO2,6.02939071541186e-05
CRIv2,290,2060035456,MPAN = RU10O2 + NO2,6.02939071541186e-05
CRIv2,290,2096855168,OH + MPAN = CARB7 + CO + NO2,3.60000007235128e-12
CRIv2,290,2133217920,PPN = UNITY,3.9999998989515e-05
CRIv2,290,2169140736,PHAN = UNITY,3.9999998989515e-05
CRIv2,290.5,1456051.125,OH + PHAN = HCHO + CO + NO2,1.12000003455598e-12
CRIv2,290.5,4417583,RTN26PAN = RTN26O2 + NO2,6.02939071541186e-05
CRIv2,290.5,7462139.5,RTN26PAN = UNITY,3.9999998989515e-05
CRIv2,290.5,10603207,MPAN = UNITY,3.9999998989515e-05
CRIv2,290.5,13846722,RU10O2 + NO2 = MPAN,4.02810380537022e-13
CRIv2,290.5,17195108,RU12O2 + NO2 = RU12PAN,5.99303267602436e-13
CRIv2,290.5,20649368,CH3CO3 + NO2 = PAN,9.82464370274938e-12
CRIv2,290.5,24209962,C2H5CO3 + NO2 = PPN,9.82464370274938e-12
CRIv2,290.5,27876796,RTN26O2 + NO2 = RTN26PAN,7.09339271348641e-12
CRIv2,290.5,31649466,HO2 + NO2 = HO2NO2,1.48635021391536e-12
CRIv2,290.5,35527236,HOCH2CO3 + NO2 = PHAN,9.82464370274938e-12
CRIv2,290.5,39509000,HO2NO2 = HO2 + NO2,0.0236659254878759
CRIv2,290.5,43593236,PAN = UNITY,3.9999998989515e-05
CRIv2,290.5,47778176,PPN = C2H5CO3 + NO2,6.02939071541186e-05
CRIv2,290.5,52061576,OH + RU12PAN = UCARB10 + NO2,2.52000000727781e-11
CRIv2,290.5,56441340,RU12PAN = UNITY,3.9999998989515e-05
CRIv2,290.5,60914708,OH + PPN = CH3CHO + CO + NO2,1.26999994722043e-12
CRIv2,290.5,65478788,OH + RTN26PAN = CH3COCH3 + CARB16 + NO2,3.65999982057663e-12
CRIv2,290.5,70130560,OH + HO2NO2 = NO2,3.51274955304182e-12
CRIv2,290.5,74866664,RU12PAN = RU12O2 + NO2,6.02939071541186e-05
CRIv2,290.5,79683840,OH + PAN = HCHO + CO + NO2,9.94363283119554e-14
CRIv2,290.5,84578584,PAN = CH3CO3 + NO2,6.02939071541186e-05
CRIv2,290.5,89547352,PHAN = HOCH2CO3 + NO2,6.02939071541186e-05
CRIv2,290.5,94586736,MPAN = RU10O2 + NO2,6.02939071541186e-05
CRIv2,290.5,99693072,OH + MPAN = CARB7 + CO + NO2,3.60000007235128e-12
CRIv2,290.5,104863008,PPN = UNITY,3.9999998989515e-05
CRIv2,290.5,110093168,PHAN = UNITY,3.9999998989515e-05
CRIv2,290.5,115380376,OH + PHAN = HCHO + CO + NO2,1.12000003455598e-12
CRIv2,290.5,120721384,RTN26PAN = RTN26O2 + NO2,6.02939071541186e-05
CRIv2,290.5,126113224,RTN26PAN = UNITY,3.9999998989515e-05
CRIv2,290.5,131553096,MPAN = UNITY,3.9999998989515e-05
CRIv2,290.5,137038272,RU10O2 + NO2 = MPAN,4.02810380537022e-13
CRIv2,290.5,142566096,RU12O2 + NO2 = RU12PAN,5.99303267602436e-13
CRIv2,290.5,148134416,CH3CO3 + NO2 = PAN,9.82464370274938e-12
CRIv2,290.5,153741120,C2H5CO3 + NO2 = PPN,9.82464370274938e-12
CRIv2,290.5,159384016,RTN26O2 + NO2 = RTN26PAN,7.09339271348641e-12
CRIv2,290.5,165061504,HO2 + NO2 = HO2NO2,1.48635021391536e-12
CRIv2,290.5,170771504,HOCH2CO3 + NO2 = PHAN,9.82464370274938e-12
CRIv2,290.5,176512512,HO2NO2 = HO2 + NO2,0.0236659254878759
CRIv2,290.5,182282944,PAN = UNITY,3.9999998989515e-05
CRIv2,290.5,188081472,PPN = C2H5CO3 + NO2,6.02939071541186e-05
CRIv2,290.5,193906752,OH + RU12PAN = UCARB10 + NO2,2.52000000727781e-11
CRIv2,290.5,199757616,RU12PAN = UNITY,3.9999998989515e-05
CRIv2,290.5,205632640,OH + PPN = CH3CHO + CO + NO2,1.26999994722043e-12
CRIv2,290.5,211530928,OH + RTN26PAN = CH3COCH3 + CARB16 + NO2,3.65999982057663e-12
CRIv2,290.5,217451136,OH + HO2NO2 = NO2,3.51274955304182e-12
CRIv2,290.5,223392336,RU12PAN = RU12O2 + NO2,6.02939071541186e-05
CRIv2,290.5,229353312,OH + PAN = HCHO + CO + NO2,9.94363283119554e-14
CRIv2,290.5,235333232,PAN = CH3CO3 + NO2,6.02939071541186e-05
CRIv2,290.5,241331328,PHAN = HOCH2CO3 + NO2,6.02939071541186e-05
CRIv2,290.5,244336848,MPAN = RU10O2 + NO2,6.02939071541186e-05
CRIv2,290.5,305186944,OH + MPAN = CARB7 + CO + NO2,3.60000007235128e-12
CRIv2,290.5,366962592,PPN = UNITY,3.9999998989515e-05
CRIv2,290.5,429088384,PHAN = UNITY,3.9999998989515e-05
CRIv2,290.5,491122848,OH + PHAN = HCHO + CO + NO2,1.12000003455598e-12
CRIv2,290.5,552727168,RTN26PAN = RTN26O2 + NO2,6.02939071541186e-05
CRIv2,290.5,613664384,RTN26PAN = UNITY,3.9999998989515e-05
CRIv2,290.5,673770560,MPAN = UNITY,3.9999998989515e-05
CRIv2,290.5,732935168,RU10O2 + NO2 = MPAN,4.02810380537022e-13
CRIv2,290.5,791106688,RU12O2 + NO2 = RU12PAN,5.99303267602436e-13
CRIv2,290.5,848259648,CH3CO3 + NO2 = PAN,9.82464370274938e-12
CRIv2,290.5,904389888,C2H5CO3 + NO2 = PPN,9.82464370274938e-12
CRIv2,290.5,959507136,RTN26O2 + NO2 = RTN26PAN,7.09339271348641e-12
CRIv2,290.5,1013630784,HO2 + NO2 = HO2NO2,1.48635021391536e-12
CRIv2,290.5,1066780608,HOCH2CO3 + NO2 = PHAN,9.82464370274938e-12
CRIv2,290.5,1118986880,HO2NO2 = HO2 + NO2,0.0236659254878759
CRIv2,290.5,1170277760,PAN = UNITY,3.9999998989515e-05
CRIv2,290.5,1220685312,PPN = C2H5CO3 + NO2,6.02939071541186e-05
CRIv2,290.5,1270240000,OH + RU12PAN = UCARB10 + NO2,2.52000000727781e-11
CRIv2,290.5,1318966144,RU12PAN = UNITY,3.9999998989515e-05
CRIv2,290.5,1366895232,OH + PPN = CH3CHO + CO + NO2,1.26999994722043e-12
CRIv2,290.5,1414052736,OH + RTN26PAN = CH3COCH3 + CARB16 + NO2,3.65999982057663e-12
CRIv2,290.5,1460461184,OH + HO2NO2 = NO2,3.51274955304182e-12
CRIv2,290.5,1506148864,RU12PAN = RU12O2 + NO2,6.02939071541186e-05
CRIv2,290.5,1551139712,OH + PAN = HCHO + CO + NO2,9.94363283119554e-14
CRIv2,290.5,1595450368,PAN = CH3CO3 + NO2,6.02939071541186e-05
CRIv2,290.5,1639104640,PHAN = HOCH2CO3 + NO2,6.02939071541186e-05
CRIv2,290.5,1682120448,MPAN = RU10O2 + NO2,6.02939071541186e-05
CRIv2,290.5,1724516992,OH + MPAN = CARB7 + CO + NO2,3.60000007235128e-12
CRIv2,290.5,1766315392,PPN = UNITY,3.9999998989515e-05
CRIv2,290.5,1807531008,PHAN = UNITY,3.9999998989515e-05
CRIv2,290.5,1848179072,OH + PHAN = HCHO + CO + NO2,1.12000003455598e-12
CRIv2,290.5,1888275456,RTN26PAN = RTN26O2 + NO2,6.02939071541186e-05
CRIv2,290.5,1927834752,RTN26PAN = UNITY,3.9999998989515e-05
CRIv2,290.5,1966875648,MPAN = UNITY,3.9999998989515e-05
CRIv2,290.5,2005404928,RU10O2 + NO2 = MPAN,4.02810380537022e-13
CRIv2,290.5,2043440384,RU12O2 + NO2 = RU12PAN,5.99303267602436e-13
CRIv2,290.5,2080990720,CH3CO3 + NO2 = PAN,9.82464370274938e-12
CRIv2,290.5,2118064000,C2H5CO3 + NO2 = PPN,9.82464370274938e-12
CRIv2,290.5,2154678016,RTN26O2 + NO2 = RTN26PAN,7.09339271348641e-12
CRIv2,290.5,2190840576,HO2 + NO2 = HO2NO2,1.48635021391536e-12
CRIv2,291,1478525.375,HOCH2CO3 + NO2 = PHAN,9.82464370274938e-12
CRIv2,291,4486454.5,HO2NO2 = HO2 + NO2,0.0236659254878759
CRIv2,291,7579419,PAN = UNITY,3.9999998989515e-05
CRIv2,291,10770865,PPN = C2H5CO3 + NO2,6.02939071541186e-05
CRIv2,291,14066645,OH + RU12PAN = UCARB10 + NO2,2.52000000727781e-11
CRIv2,291,17469084,RU12PAN = UNITY,3.9999998989515e-05
CRIv2,291,20979160,OH + PPN = CH3CHO + CO + NO2,1.26999994722043e-12
CRIv2,291,24597186,OH + RTN26PAN = CH3COCH3 + CARB16 + NO2,3.65999982057663e-12
CRIv2,291,28323072,OH + HO2NO2 = NO2,3.51274955304182e-12
CRIv2,291,32156302,RU12PAN = RU12O2 + NO2,6.02939071541186e-05
CRIv2,291,36096052,OH + PAN = HCHO + CO + NO2,9.94363283119554e-14
CRIv2,291,40141176,PAN = CH3CO3 + NO2,6.02939071541186e-05
CRIv2,291,44290028,PHAN = HOCH2CO3 + NO2,6.02939071541186e-05
CRIv2,291,48540772,MPAN = RU10O2 + NO2,6.02939071541186e-05
CRIv2,291,52891056,OH + MPAN = CARB7 + CO + NO2,3.60000007235128e-12
CRIv2,291,57338656,PPN = UNITY,3.9999998989515e-05
CRIv2,291,61880748,PHAN = UNITY,3.9999998989515e-05
CRIv2,291,66514340,OH + PHAN = HCHO + CO + NO2,1.12000003455598e-12
CRIv2,291,71236280,RTN26PAN = RTN26O2 + NO2,6.02939071541186e-05
CRIv2,291,76043200,RTN26PAN = UNITY,3.9999998989515e-05
CRIv2,291,80931672,MPAN = UNITY,3.9999998989515e-05
CRIv2,291,85898208,RU10O2 + NO2 = MPAN,4.02810380537022e-13
CRIv2,291,90939144,RU12O2 + NO2 = RU12PAN,5.99303267602436e-13
CRIv2,291,96051040,CH3CO3 + NO2 = PAN,9.82464370274938e-12
CRIv2,291,101230208,C2H5CO3 + NO2 = PPN,9.82464370274938e-12
CRIv2,291,106473280,RTN26O2 + NO2 = RTN26PAN,7.09339271348641e-12
CRIv2,291,111776640,HO2 + NO2 = HO2NO2,1.48635021391536e-12
CRIv2,291,117137272,HOCH2CO3 + NO2 = PHAN,9.82464370274938e-12
CRIv2,291,122551760,HO2NO2 = HO2 + NO2,0.0236659254878759
CRIv2,291,128017344,PAN = UNITY,3.9999998989515e-05
CRIv2,291,133531112,PPN = C2H5CO3 + NO2,6.02939071541186e-05
CRIv2,291,139090368,OH + RU12PAN = UCARB10 + NO2,2.52000000727781e-11
CRIv2,291,144692560,RU12PAN = UNITY,3.9999998989515e-05
CRIv2,291,150335280,OH + PPN = CH3CHO + CO + NO2,1.26999994722043e-12
CRIv2,291,156016544,OH + RTN26PAN = CH3COCH3 + CARB16 + NO2,3.65999982057663e-12
CRIv2,291,161734304,OH + HO2NO2 = NO2,3.51274955304182e-12
CRIv2,291,167486608,RU12PAN = RU12O2 + NO2,6.02939071541186e-05
CRIv2,291,173271904,OH + PAN = HCHO + CO + NO2,9.94363283119554e-14
CRIv2,291,179088416,PAN = CH3CO3 + NO2,6.02939071541186e-05
CRIv2,291,184934800,PHAN = HOCH2CO3 + NO2,6.02939071541186e-05
CRIv2,291,190809312,MPAN = RU10O2 + NO2,6.02939071541186e-05
CRIv2,291,196711040,OH + MPAN = CARB7 + CO + NO2,3.60000007235128e-12
CRIv2,291,202638448,PPN = UNITY,3.9999998989515e-05
CRIv2,291,208590480,PHAN = UNITY,3.9999998989515e-05
CRIv2,291,214565728,OH + PHAN = HCHO + CO + NO2,1.12000003455598e-12
CRIv2,291,220563344,RTN26PAN = RTN26O2 + NO2,6.02939071541186e-05
CRIv2,291,226582208,RTN26PAN = UNITY,3.9999998989515e-05
CRIv2,291,232621056,MPAN = UNITY,3.9999998989515e-05
CRIv2,291,238679232,RU10O2 + NO2 = MPAN,4.02810380537022e-13
CRIv2,291,244755552,RU12O2 + NO2 = RU12PAN,5.99303267602436e-13
CRIv2,291,247800112,CH3CO3 + NO2 = PAN,9.82464370274938e-12
