Mechanism,Temperature,NOx.Emissions,Rate.Constant
CRIv2,308.5,873311104,0.00142624613363296
CRIv2,308.5,980070272,0.00142624613363296
CRIv2,308.5,1083667328,0.00142624613363296
CRIv2,308.5,1183665152,0.00142624613363296
CRIv2,308.5,1279861888,0.00142624613363296
CRIv2,308.5,1372270208,0.00142624613363296
CRIv2,308.5,1461015936,0.00142624613363296
CRIv2,308.5,1546300800,0.00142624613363296
CRIv2,308.5,1628350464,0.00142624613363296
CRIv2,308.5,1707369472,0.00142624613363296
CRIv2,308.5,1783594368,0.00142624613363296
CRIv2,308.5,1857204480,0.00142624613363296
CRIv2,308.5,1928387200,0.00142624613363296
CRIv2,308.5,1997318912,0.00142624613363296
CRIv2,308.5,2064148480,0.00142624613363296
CRIv2,308.5,2129006080,0.00142624613363296
CRIv2,308.5,2192031744,0.00142624613363296
CRIv2,308.5,2253344000,0.00142624613363296
CRIv2,308.5,2313044480,0.00142624613363296
CRIv2,308.5,2371233280,0.00142624613363296
CRIv2,308.5,2428011520,0.00142624613363296
CRIv2,308.5,2483447296,0.00142624613363296
CRIv2,308.5,2537619712,0.00142624613363296
CRIv2,308.5,2590591232,0.00142624613363296
CRIv2,308.5,2642428416,0.00142624613363296
CRIv2,308.5,2693179136,0.00142624613363296
CRIv2,308.5,2742907904,0.00142624613363296
CRIv2,308.5,2791661824,0.00142624613363296
CRIv2,308.5,2839483392,0.00142624613363296
CRIv2,308.5,2886427392,0.00142624613363296
CRIv2,308.5,2932506368,0.00142624613363296
CRIv2,308.5,2977758208,0.00142624613363296
CRIv2,308.5,3022224128,0.00142624613363296
CRIv2,308.5,3065935360,0.00142624613363296
CRIv2,308.5,3108926976,0.00142624613363296
CRIv2,308.5,3151223808,0.00142624613363296
CRIv2,308.5,3192823808,0.00142624613363296
CRIv2,309,2504293.25,0.00153250608127564
CRIv2,309,7653767.5,0.00153250608127564
CRIv2,309,13010656,0.00153250608127564
CRIv2,309,18584060,0.00153250608127564
CRIv2,309,24374816,0.00153250608127564
CRIv2,309,30381192,0.00153250608127564
CRIv2,309,36600768,0.00153250608127564
CRIv2,309,43030432,0.00153250608127564
CRIv2,309,49666272,0.00153250608127564
CRIv2,309,56503764,0.00153250608127564
CRIv2,309,63537516,0.00153250608127564
CRIv2,309,70761584,0.00153250608127564
CRIv2,309,78169440,0.00153250608127564
CRIv2,309,85754112,0.00153250608127564
CRIv2,309,93508304,0.00153250608127564
CRIv2,309,101425080,0.00153250608127564
CRIv2,309,109497808,0.00153250608127564
CRIv2,309,117720448,0.00153250608127564
CRIv2,309,126087728,0.00153250608127564
CRIv2,309,134594800,0.00153250608127564
CRIv2,309,143237568,0.00153250608127564
CRIv2,309,152011728,0.00153250608127564
CRIv2,309,160913728,0.00153250608127564
CRIv2,309,169938960,0.00153250608127564
CRIv2,309,179083584,0.00153250608127564
CRIv2,309,188343536,0.00153250608127564
CRIv2,309,197714704,0.00153250608127564
CRIv2,309,207192912,0.00153250608127564
CRIv2,309,216774128,0.00153250608127564
CRIv2,309,226454672,0.00153250608127564
CRIv2,309,236230480,0.00153250608127564
CRIv2,309,246097792,0.00153250608127564
CRIv2,309,256052720,0.00153250608127564
CRIv2,309,266091968,0.00153250608127564
CRIv2,309,276211296,0.00153250608127564
CRIv2,309,286407648,0.00153250608127564
CRIv2,309,296677568,0.00153250608127564
CRIv2,309,307017632,0.00153250608127564
CRIv2,309,317424576,0.00153250608127564
CRIv2,309,327895264,0.00153250608127564
CRIv2,309,338426688,0.00153250608127564
CRIv2,309,349015776,0.00153250608127564
CRIv2,309,359659872,0.00153250608127564
CRIv2,309,370356128,0.00153250608127564
CRIv2,309,381101792,0.00153250608127564
CRIv2,309,391894304,0.00153250608127564
CRIv2,309,402731104,0.00153250608127564
CRIv2,309,413609760,0.00153250608127564
CRIv2,309,424527808,0.00153250608127564
CRIv2,309,435482688,0.00153250608127564
CRIv2,309,440973440,0.00153250608127564
CRIv2,309,552215488,0.00153250608127564
CRIv2,309,664910016,0.00153250608127564
CRIv2,309,777468032,0.00153250608127564
CRIv2,309,888543744,0.00153250608127564
CRIv2,309,997056832,0.00153250608127564
CRIv2,309,1102256384,0.00153250608127564
CRIv2,309,1203690368,0.00153250608127564
CRIv2,309,1301161984,0.00153250608127564
CRIv2,309,1394687232,0.00153250608127564
CRIv2,309,1484415360,0.00153250608127564
CRIv2,309,1570564864,0.00153250608127564
CRIv2,309,1653357696,0.00153250608127564
CRIv2,309,1733033216,0.00153250608127564
CRIv2,309,1809826560,0.00153250608127564
CRIv2,309,1883931904,0.00153250608127564
CRIv2,309,1955542144,0.00153250608127564
CRIv2,309,2024842496,0.00153250608127564
CRIv2,309,2091996416,0.00153250608127564
CRIv2,309,2157135872,0.00153250608127564
CRIv2,309,2220404480,0.00153250608127564
CRIv2,309,2281924608,0.00153250608127564
CRIv2,309,2341806592,0.00153250608127564
CRIv2,309,2400163584,0.00153250608127564
CRIv2,309,2457075712,0.00153250608127564
CRIv2,309,2512628480,0.00153250608127564
CRIv2,309,2566897664,0.00153250608127564
CRIv2,309,2619955456,0.00153250608127564
CRIv2,309,2671861504,0.00153250608127564
CRIv2,309,2722670336,0.00153250608127564
CRIv2,309,2772452608,0.00153250608127564
CRIv2,309,2821249024,0.00153250608127564
CRIv2,309,2869105152,0.00153250608127564
CRIv2,309,2916065280,0.00153250608127564
CRIv2,309,2962184704,0.00153250608127564
CRIv2,309,3007456000,0.00153250608127564
CRIv2,309,3051934208,0.00153250608127564
CRIv2,309,3095662080,0.00153250608127564
CRIv2,309,3138666240,0.00153250608127564
CRIv2,309,3180962304,0.00153250608127564
CRIv2,309,3222566656,0.00153250608127564
CRIv2,309.5,2537957.25,0.00164629588834941
CRIv2,309.5,7757990,0.00164629588834941
CRIv2,309.5,13189965,0.00164629588834941
CRIv2,309.5,18842892,0.00164629588834941
CRIv2,309.5,24717586,0.00164629588834941
CRIv2,309.5,30812162,0.00164629588834941
CRIv2,309.5,37124092,0.00164629588834941
CRIv2,309.5,43650236,0.00164629588834941
CRIv2,309.5,50386472,0.00164629588834941
CRIv2,309.5,57328164,0.00164629588834941
CRIv2,309.5,64469852,0.00164629588834941
CRIv2,309.5,71805312,0.00164629588834941
CRIv2,309.5,79327976,0.00164629588834941
CRIv2,309.5,87030624,0.00164629588834941
CRIv2,309.5,94905968,0.00164629588834941
CRIv2,309.5,102946896,0.00164629588834941
CRIv2,309.5,111146952,0.00164629588834941
CRIv2,309.5,119500264,0.00164629588834941
CRIv2,309.5,128001424,0.00164629588834941
CRIv2,309.5,136645824,0.00164629588834941
CRIv2,309.5,145429504,0.00164629588834941
CRIv2,309.5,154348240,0.00164629588834941
CRIv2,309.5,163397840,0.00164629588834941
CRIv2,309.5,172574064,0.00164629588834941
CRIv2,309.5,181872864,0.00164629588834941
CRIv2,309.5,191289856,0.00164629588834941
CRIv2,309.5,200820880,0.00164629588834941
CRIv2,309.5,210461696,0.00164629588834941
CRIv2,309.5,220208240,0.00164629588834941
CRIv2,309.5,230056752,0.00164629588834941
CRIv2,309.5,240003104,0.00164629588834941
CRIv2,309.5,250043168,0.00164629588834941
CRIv2,309.5,260173248,0.00164629588834941
CRIv2,309.5,270389568,0.00164629588834941
CRIv2,309.5,280688448,0.00164629588834941
CRIv2,309.5,291066080,0.00164629588834941
CRIv2,309.5,301519072,0.00164629588834941
CRIv2,309.5,312044160,0.00164629588834941
CRIv2,309.5,322637632,0.00164629588834941
CRIv2,309.5,333296544,0.00164629588834941
CRIv2,309.5,344017824,0.00164629588834941
CRIv2,309.5,354798464,0.00164629588834941
CRIv2,309.5,365635200,0.00164629588834941
CRIv2,309.5,376525376,0.00164629588834941
CRIv2,309.5,387466304,0.00164629588834941
CRIv2,309.5,398455264,0.00164629588834941
CRIv2,309.5,409489536,0.00164629588834941
CRIv2,309.5,420566464,0.00164629588834941
CRIv2,309.5,431683904,0.00164629588834941
CRIv2,309.5,442839040,0.00164629588834941
CRIv2,309.5,448430400,0.00164629588834941
CRIv2,309.5,561708736,0.00164629588834941
CRIv2,309.5,676449984,0.00164629588834941
CRIv2,309.5,791012544,0.00164629588834941
CRIv2,309.5,903993280,0.00164629588834941
CRIv2,309.5,1014277440,0.00164629588834941
CRIv2,309.5,1121089152,0.00164629588834941
CRIv2,309.5,1223964288,0.00164629588834941
CRIv2,309.5,1322709120,0.00164629588834941
CRIv2,309.5,1417350528,0.00164629588834941
CRIv2,309.5,1508054016,0.00164629588834941
CRIv2,309.5,1595049472,0.00164629588834941
CRIv2,309.5,1678574976,0.00164629588834941
CRIv2,309.5,1758882688,0.00164629588834941
CRIv2,309.5,1836229760,0.00164629588834941
CRIv2,309.5,1910815488,0.00164629588834941
CRIv2,309.5,1982838912,0.00164629588834941
CRIv2,309.5,2052495744,0.00164629588834941
CRIv2,309.5,2119953280,0.00164629588834941
CRIv2,309.5,2185359104,0.00164629588834941
CRIv2,309.5,2248861440,0.00164629588834941
CRIv2,309.5,2310569472,0.00164629588834941
CRIv2,309.5,2370630144,0.00164629588834941
CRIv2,309.5,2429130496,0.00164629588834941
CRIv2,309.5,2486161664,0.00164629588834941
CRIv2,309.5,2541814016,0.00164629588834941
CRIv2,309.5,2596168704,0.00164629588834941
CRIv2,309.5,2649295616,0.00164629588834941
CRIv2,309.5,2701263872,0.00164629588834941
CRIv2,309.5,2752114688,0.00164629588834941
CRIv2,309.5,2801936640,0.00164629588834941
CRIv2,309.5,2850766848,0.00164629588834941
CRIv2,309.5,2898650880,0.00164629588834941
CRIv2,309.5,2945627648,0.00164629588834941
CRIv2,309.5,2991744000,0.00164629588834941
CRIv2,309.5,3037044224,0.00164629588834941
CRIv2,309.5,3081528832,0.00164629588834941
CRIv2,309.5,3125259008,0.00164629588834941
CRIv2,309.5,3168268544,0.00164629588834941
CRIv2,309.5,3210556928,0.00164629588834941
CRIv2,309.5,3252166144,0.00164629588834941
CRIv2,310,2571825.25,0.00176812126301229
CRIv2,310,7862848.5,0.00176812126301229
CRIv2,310,13370377,0.00176812126301229
CRIv2,310,19103378,0.00176812126301229
CRIv2,310,25062576,0.00176812126301229
CRIv2,310,31245986,0.00176812126301229
CRIv2,310,37650972,0.00176812126301229
CRIv2,310,44274308,0.00176812126301229
CRIv2,310,51111804,0.00176812126301229
CRIv2,310,58158596,0.00176812126301229
CRIv2,310,65409068,0.00176812126301229
CRIv2,310,72856928,0.00176812126301229
CRIv2,310,80495440,0.00176812126301229
CRIv2,310,88317200,0.00176812126301229
CRIv2,310,96314872,0.00176812126301229
CRIv2,310,104481280,0.00176812126301229
CRIv2,310,112810192,0.00176812126301229
CRIv2,310,121295512,0.00176812126301229
CRIv2,310,129932432,0.00176812126301229
CRIv2,310,138716256,0.00176812126301229
CRIv2,310,147642816,0.00176812126301229
CRIv2,310,156707984,0.00176812126301229
CRIv2,310,165907456,0.00176812126301229
CRIv2,310,175236672,0.00176812126301229
CRIv2,310,184691696,0.00176812126301229
CRIv2,310,194268016,0.00176812126301229
CRIv2,310,203961088,0.00176812126301229
CRIv2,310,213767248,0.00176812126301229
CRIv2,310,223681776,0.00176812126301229
CRIv2,310,233700560,0.00176812126301229
CRIv2,310,243819968,0.00176812126301229
CRIv2,310,254035392,0.00176812126301229
CRIv2,310,264343136,0.00176812126301229
CRIv2,310,274739584,0.00176812126301229
CRIv2,310,285220288,0.00176812126301229
CRIv2,310,295782112,0.00176812126301229
CRIv2,310,306421024,0.00176812126301229
CRIv2,310,317133824,0.00176812126301229
CRIv2,310,327916864,0.00176812126301229
CRIv2,310,338767104,0.00176812126301229
CRIv2,310,349681344,0.00176812126301229
CRIv2,310,360656160,0.00176812126301229
CRIv2,310,371688800,0.00176812126301229
CRIv2,310,382776000,0.00176812126301229
CRIv2,310,393915168,0.00176812126301229
CRIv2,310,405103616,0.00176812126301229
CRIv2,310,416338240,0.00176812126301229
CRIv2,310,427617088,0.00176812126301229
CRIv2,310,438936992,0.00176812126301229
CRIv2,310,450295552,0.00176812126301229
CRIv2,310,455988704,0.00176812126301229
CRIv2,310,571335104,0.00176812126301229
CRIv2,310,688154944,0.00176812126301229
CRIv2,310,804746112,0.00176812126301229
CRIv2,310,919653120,0.00176812126301229
CRIv2,310,1031722496,0.00176812126301229
CRIv2,310,1140155136,0.00176812126301229
CRIv2,310,1244475264,0.00176812126301229
CRIv2,310,1344491264,0.00176812126301229
CRIv2,310,1440243072,0.00176812126301229
CRIv2,310,1531908992,0.00176812126301229
CRIv2,310,1619737472,0.00176812126301229
CRIv2,310,1703985024,0.00176812126301229
CRIv2,310,1784913152,0.00176812126301229
CRIv2,310,1862792576,0.00176812126301229
CRIv2,310,1937833088,0.00176812126301229
CRIv2,310,2010253824,0.00176812126301229
CRIv2,310,2080253184,0.00176812126301229
CRIv2,310,2148009216,0.00176812126301229
CRIv2,310,2213662464,0.00176812126301229
CRIv2,310,2277365248,0.00176812126301229
CRIv2,310,2339274496,0.00176812126301229
CRIv2,310,2399481088,0.00176812126301229
CRIv2,310,2458107904,0.00176812126301229
CRIv2,310,2515253248,0.00176812126301229
CRIv2,310,2570989824,0.00176812126301229
CRIv2,310,2625413632,0.00176812126301229
CRIv2,310,2678599168,0.00176812126301229
CRIv2,310,2730610432,0.00176812126301229
CRIv2,310,2781502208,0.00176812126301229
CRIv2,310,2831351040,0.00176812126301229
CRIv2,310,2880201728,0.00176812126301229
CRIv2,310,2928101888,0.00176812126301229
CRIv2,310,2975089152,0.00176812126301229
CRIv2,310,3021207040,0.00176812126301229
CRIv2,310,3066504192,0.00176812126301229
CRIv2,310,3110995712,0.00176812126301229
CRIv2,310,3154728192,0.00176812126301229
CRIv2,310,3197729536,0.00176812126301229
CRIv2,310,3240004864,0.00176812126301229
CRIv2,310,3281602048,0.00176812126301229
CRIv2,310.5,2605883,0.00189851992763579
CRIv2,310.5,7968319.5,0.00189851992763579
CRIv2,310.5,13551853,0.00189851992763579
CRIv2,310.5,19365448,0.00189851992763579
CRIv2,310.5,25409690,0.00189851992763579
CRIv2,310.5,31682546,0.00189851992763579
CRIv2,310.5,38181296,0.00189851992763579
CRIv2,310.5,44902540,0.00189851992763579
CRIv2,310.5,51842048,0.00189851992763579
CRIv2,310.5,58994716,0.00189851992763579
CRIv2,310.5,66354940,0.00189851992763579
CRIv2,310.5,73916216,0.00189851992763579
CRIv2,310.5,81671512,0.00189851992763579
CRIv2,310.5,89613552,0.00189851992763579
CRIv2,310.5,97734736,0.00189851992763579
CRIv2,310.5,106027904,0.00189851992763579
CRIv2,310.5,114487032,0.00189851992763579
CRIv2,310.5,123106264,0.00189851992763579
CRIv2,310.5,131880632,0.00189851992763579
CRIv2,310.5,140805584,0.00189851992763579
CRIv2,310.5,149876992,0.00189851992763579
CRIv2,310.5,159090368,0.00189851992763579
CRIv2,310.5,168441680,0.00189851992763579
CRIv2,310.5,177926192,0.00189851992763579
CRIv2,310.5,187539504,0.00189851992763579
CRIv2,310.5,197277200,0.00189851992763579
CRIv2,310.5,207134992,0.00189851992763579
CRIv2,310.5,217108576,0.00189851992763579
CRIv2,310.5,227193360,0.00189851992763579
CRIv2,310.5,237385184,0.00189851992763579
CRIv2,310.5,247680016,0.00189851992763579
CRIv2,310.5,258073424,0.00189851992763579
CRIv2,310.5,268561376,0.00189851992763579
CRIv2,310.5,279140096,0.00189851992763579
CRIv2,310.5,289805856,0.00189851992763579
CRIv2,310.5,300554240,0.00189851992763579
CRIv2,310.5,311381984,0.00189851992763579
CRIv2,310.5,322285344,0.00189851992763579
CRIv2,310.5,333260672,0.00189851992763579
CRIv2,310.5,344305152,0.00189851992763579
CRIv2,310.5,355414944,0.00189851992763579
CRIv2,310.5,366587264,0.00189851992763579
CRIv2,310.5,377818336,0.00189851992763579
CRIv2,310.5,389105632,0.00189851992763579
CRIv2,310.5,400446112,0.00189851992763579
CRIv2,310.5,411836864,0.00189851992763579
CRIv2,310.5,423275200,0.00189851992763579
CRIv2,310.5,434758720,0.00189851992763579
CRIv2,310.5,446283936,0.00189851992763579
CRIv2,310.5,457849184,0.00189851992763579
CRIv2,310.5,463645696,0.00189851992763579
CRIv2,310.5,581090752,0.00189851992763579
CRIv2,310.5,700019072,0.00189851992763579
CRIv2,310.5,818663104,0.00189851992763579
CRIv2,310.5,935514880,0.00189851992763579
CRIv2,310.5,1049385280,0.00189851992763579
CRIv2,310.5,1159444480,0.00189851992763579
CRIv2,310.5,1265212288,0.00189851992763579
CRIv2,310.5,1366498688,0.00189851992763579
CRIv2,310.5,1463348736,0.00189851992763579
CRIv2,310.5,1555968640,0.00189851992763579
CRIv2,310.5,1644616064,0.00189851992763579
CRIv2,310.5,1729570304,0.00189851992763579
CRIv2,310.5,1811104512,0.00189851992763579
CRIv2,310.5,1889502592,0.00189851992763579
CRIv2,310.5,1964986752,0.00189851992763579
CRIv2,310.5,2037783936,0.00189851992763579
CRIv2,310.5,2108100480,0.00189851992763579
CRIv2,310.5,2176121344,0.00189851992763579
CRIv2,310.5,2242007040,0.00189851992763579
CRIv2,310.5,2305923328,0.00189851992763579
CRIv2,310.5,2368015104,0.00189851992763579
CRIv2,310.5,2428354304,0.00189851992763579
CRIv2,310.5,2487091712,0.00189851992763579
CRIv2,310.5,2544323584,0.00189851992763579
CRIv2,310.5,2600142592,0.00189851992763579
CRIv2,310.5,2654620672,0.00189851992763579
CRIv2,310.5,2707849984,0.00189851992763579
CRIv2,310.5,2759893760,0.00189851992763579
CRIv2,310.5,2810811136,0.00189851992763579
CRIv2,310.5,2860678656,0.00189851992763579
CRIv2,310.5,2909541376,0.00189851992763579
CRIv2,310.5,2957445376,0.00189851992763579
CRIv2,310.5,3004432384,0.00189851992763579
CRIv2,310.5,3050547968,0.00189851992763579
CRIv2,310.5,3095838208,0.00189851992763579
CRIv2,310.5,3140317952,0.00189851992763579
CRIv2,310.5,3184044544,0.00189851992763579
CRIv2,310.5,3227024896,0.00189851992763579
CRIv2,310.5,3269290240,0.00189851992763579
CRIv2,310.5,3310871808,0.00189851992763579
CRIv2,311,2640130.25,0.00203806324861944
CRIv2,311,8074367.5,0.00203806324861944
CRIv2,311,13734365,0.00203806324861944
CRIv2,311,19629022,0.00203806324861944
CRIv2,311,25758842,0.00203806324861944
CRIv2,311,32121780,0.00203806324861944
CRIv2,311,38714900,0.00203806324861944
CRIv2,311,45534776,0.00203806324861944
CRIv2,311,52577016,0.00203806324861944
CRIv2,311,59836428,0.00203806324861944
CRIv2,311,67307296,0.00203806324861944
CRIv2,311,74982888,0.00203806324861944
CRIv2,311,82856048,0.00203806324861944
CRIv2,311,90919344,0.00203806324861944
CRIv2,311,99165144,0.00203806324861944
CRIv2,311,107586624,0.00203806324861944
CRIv2,311,116177344,0.00203806324861944
CRIv2,311,124931992,0.00203806324861944
CRIv2,311,133845544,0.00203806324861944
CRIv2,311,142913440,0.00203806324861944
CRIv2,311,152131424,0.00203806324861944
CRIv2,311,161495056,0.00203806324861944
CRIv2,311,171000144,0.00203806324861944
CRIv2,311,180641856,0.00203806324861944
CRIv2,311,190415520,0.00203806324861944
CRIv2,311,200317056,0.00203806324861944
CRIv2,311,210341648,0.00203806324861944
CRIv2,311,220485056,0.00203806324861944
CRIv2,311,230742144,0.00203806324861944
CRIv2,311,241109408,0.00203806324861944
CRIv2,311,251581984,0.00203806324861944
CRIv2,311,262155888,0.00203806324861944
CRIv2,311,272826880,0.00203806324861944
CRIv2,311,283590560,0.00203806324861944
CRIv2,311,294443296,0.00203806324861944
CRIv2,311,305381120,0.00203806324861944
CRIv2,311,316400512,0.00203806324861944
CRIv2,311,327496992,0.00203806324861944
CRIv2,311,338667584,0.00203806324861944
CRIv2,311,349908832,0.00203806324861944
CRIv2,311,361217472,0.00203806324861944
CRIv2,311,372589248,0.00203806324861944
CRIv2,311,384022176,0.00203806324861944
CRIv2,311,395512384,0.00203806324861944
CRIv2,311,407056992,0.00203806324861944
CRIv2,311,418653024,0.00203806324861944
CRIv2,311,430297952,0.00203806324861944
CRIv2,311,441988768,0.00203806324861944
CRIv2,311,453722720,0.00203806324861944
CRIv2,311,465497280,0.00203806324861944
CRIv2,311,471398944,0.00203806324861944
CRIv2,311,590972032,0.00203806324861944
CRIv2,311,712034880,0.00203806324861944
CRIv2,311,832756224,0.00203806324861944
CRIv2,311,951572096,0.00203806324861944
CRIv2,311,1067252992,0.00203806324861944
CRIv2,311,1178946944,0.00203806324861944
CRIv2,311,1286163712,0.00203806324861944
CRIv2,311,1388711296,0.00203806324861944
CRIv2,311,1486656000,0.00203806324861944
CRIv2,311,1580217088,0.00203806324861944
CRIv2,311,1669673088,0.00203806324861944
CRIv2,311,1755318016,0.00203806324861944
CRIv2,311,1837443712,0.00203806324861944
CRIv2,311,1916342784,0.00203806324861944
CRIv2,311,1992253184,0.00203806324861944
CRIv2,311,2065410176,0.00203806324861944
CRIv2,311,2136030336,0.00203806324861944
CRIv2,311,2204300288,0.00203806324861944
CRIv2,311,2270417152,0.00203806324861944
CRIv2,311,2334517760,0.00203806324861944
CRIv2,311,2396740864,0.00203806324861944
CRIv2,311,2457214720,0.00203806324861944
CRIv2,311,2516058880,0.00203806324861944
CRIv2,311,2573368320,0.00203806324861944
CRIv2,311,2629245952,0.00203806324861944
CRIv2,311,2683776768,0.00203806324861944
CRIv2,311,2737036544,0.00203806324861944
CRIv2,311,2789100544,0.00203806324861944
CRIv2,311,2840031232,0.00203806324861944
CRIv2,311,2889905664,0.00203806324861944
CRIv2,311,2938769408,0.00203806324861944
CRIv2,311,2986669824,0.00203806324861944
CRIv2,311,3033647616,0.00203806324861944
CRIv2,311,3079749632,0.00203806324861944
CRIv2,311,3125027072,0.00203806324861944
CRIv2,311,3169490432,0.00203806324861944
CRIv2,311,3213187584,0.00203806324861944
CRIv2,311,3256158208,0.00203806324861944
CRIv2,311,3298410496,0.00203806324861944
CRIv2,311,3339966208,0.00203806324861944
CRIv2,311.5,2674551.25,0.00218735914677382
CRIv2,311.5,8180959.5,0.00218735914677382
CRIv2,311.5,13917821,0.00218735914677382
CRIv2,311.5,19894028,0.00218735914677382
CRIv2,311.5,26109964,0.00218735914677382
CRIv2,311.5,32563496,0.00218735914677382
CRIv2,311.5,39251660,0.00218735914677382
CRIv2,311.5,46170832,0.00218735914677382
CRIv2,311.5,53316556,0.00218735914677382
CRIv2,311.5,60683548,0.00218735914677382
CRIv2,311.5,68265896,0.00218735914677382
CRIv2,311.5,76056696,0.00218735914677382
CRIv2,311.5,84048664,0.00218735914677382
CRIv2,311.5,92234352,0.00218735914677382
CRIv2,311.5,100606144,0.00218735914677382
CRIv2,311.5,109156832,0.00218735914677382
CRIv2,311.5,117880864,0.00218735914677382
CRIv2,311.5,126772392,0.00218735914677382
CRIv2,311.5,135826608,0.00218735914677382
CRIv2,311.5,145039200,0.00218735914677382
CRIv2,311.5,154405600,0.00218735914677382
CRIv2,311.5,163921328,0.00218735914677382
CRIv2,311.5,173582000,0.00218735914677382
CRIv2,311.5,183382880,0.00218735914677382
CRIv2,311.5,193319296,0.00218735914677382
CRIv2,311.5,203386544,0.00218735914677382
CRIv2,311.5,213580288,0.00218735914677382
CRIv2,311.5,223895216,0.00218735914677382
CRIv2,311.5,234327424,0.00218735914677382
CRIv2,311.5,244872096,0.00218735914677382
CRIv2,311.5,255524784,0.00218735914677382
CRIv2,311.5,266281424,0.00218735914677382
CRIv2,311.5,277137536,0.00218735914677382
CRIv2,311.5,288089088,0.00218735914677382
CRIv2,311.5,299131520,0.00218735914677382
CRIv2,311.5,310261472,0.00218735914677382
CRIv2,311.5,321474688,0.00218735914677382
CRIv2,311.5,332767168,0.00218735914677382
CRIv2,311.5,344135584,0.00218735914677382
CRIv2,311.5,355576256,0.00218735914677382
CRIv2,311.5,367085952,0.00218735914677382
CRIv2,311.5,378660992,0.00218735914677382
CRIv2,311.5,390298016,0.00218735914677382
CRIv2,311.5,401993888,0.00218735914677382
CRIv2,311.5,413745792,0.00218735914677382
CRIv2,311.5,425549792,0.00218735914677382
CRIv2,311.5,437403936,0.00218735914677382
CRIv2,311.5,449304928,0.00218735914677382
CRIv2,311.5,461250400,0.00218735914677382
CRIv2,311.5,473237184,0.00218735914677382
CRIv2,311.5,479245184,0.00218735914677382
CRIv2,311.5,600974720,0.00218735914677382
CRIv2,311.5,724200000,0.00218735914677382
CRIv2,311.5,847019776,0.00218735914677382
CRIv2,311.5,967816192,0.00218735914677382
CRIv2,311.5,1085319808,0.00218735914677382
CRIv2,311.5,1198649216,0.00218735914677382
CRIv2,311.5,1307307776,0.00218735914677382
CRIv2,311.5,1411109760,0.00218735914677382
CRIv2,311.5,1510146048,0.00218735914677382
CRIv2,311.5,1604638976,0.00218735914677382
CRIv2,311.5,1694890240,0.00218735914677382
CRIv2,311.5,1781210240,0.00218735914677382
CRIv2,311.5,1863910656,0.00218735914677382
CRIv2,311.5,1943294720,0.00218735914677382
CRIv2,311.5,2019612928,0.00218735914677382
CRIv2,311.5,2093116032,0.00218735914677382
CRIv2,311.5,2164021760,0.00218735914677382
CRIv2,311.5,2232541440,0.00218735914677382
CRIv2,311.5,2298858496,0.00218735914677382
CRIv2,311.5,2363126272,0.00218735914677382
CRIv2,311.5,2425484288,0.00218735914677382
CRIv2,311.5,2486064384,0.00218735914677382
CRIv2,311.5,2544989440,0.00218735914677382
CRIv2,311.5,2602371072,0.00218735914677382
CRIv2,311.5,2658297344,0.00218735914677382
CRIv2,311.5,2712859392,0.00218735914677382
CRIv2,311.5,2766148352,0.00218735914677382
CRIv2,311.5,2818215424,0.00218735914677382
CRIv2,311.5,2869148672,0.00218735914677382
CRIv2,311.5,2919020800,0.00218735914677382
CRIv2,311.5,2967877376,0.00218735914677382
CRIv2,311.5,3015761920,0.00218735914677382
CRIv2,311.5,3062726912,0.00218735914677382
CRIv2,311.5,3108809984,0.00218735914677382
CRIv2,311.5,3154062080,0.00218735914677382
CRIv2,311.5,3198503168,0.00218735914677382
CRIv2,311.5,3242175488,0.00218735914677382
CRIv2,311.5,3285111040,0.00218735914677382
CRIv2,311.5,3327342592,0.00218735914677382
CRIv2,311.5,3368874240,0.00218735914677382
CRIv2,312,2709141.75,0.00234705326147377
CRIv2,312,8288091,0.00234705326147377
CRIv2,312,14102209,0.00234705326147377
CRIv2,312,20160390,0.00234705326147377
CRIv2,312,26462920,0.00234705326147377
CRIv2,312,33007630,0.00234705326147377
CRIv2,312,39791436,0.00234705326147377
CRIv2,312,46810580,0.00234705326147377
CRIv2,312,54060484,0.00234705326147377
CRIv2,312,61535860,0.00234705326147377
CRIv2,312,69230488,0.00234705326147377
CRIv2,312,77137384,0.00234705326147377
CRIv2,312,85249144,0.00234705326147377
CRIv2,312,93558240,0.00234705326147377
CRIv2,312,102057040,0.00234705326147377
CRIv2,312,110738624,0.00234705326147377
CRIv2,312,119597064,0.00234705326147377
CRIv2,312,128626968,0.00234705326147377
CRIv2,312,137823520,0.00234705326147377
CRIv2,312,147182304,0.00234705326147377
CRIv2,312,156698800,0.00234705326147377
CRIv2,312,166368480,0.00234705326147377
CRIv2,312,176186800,0.00234705326147377
CRIv2,312,186148784,0.00234705326147377
CRIv2,312,196249680,0.00234705326147377
CRIv2,312,206484768,0.00234705326147377
CRIv2,312,216849392,0.00234705326147377
CRIv2,312,227338432,0.00234705326147377
CRIv2,312,237947632,0.00234705326147377
CRIv2,312,248672096,0.00234705326147377
CRIv2,312,259507424,0.00234705326147377
CRIv2,312,270449184,0.00234705326147377
CRIv2,312,281493088,0.00234705326147377
CRIv2,312,292634176,0.00234705326147377
CRIv2,312,303868768,0.00234705326147377
CRIv2,312,315193280,0.00234705326147377
CRIv2,312,326602976,0.00234705326147377
CRIv2,312,338094080,0.00234705326147377
CRIv2,312,349662976,0.00234705326147377
